feature_1,feature_2,correlation
avgActionDuration,action2Count,-0.013317292983760316
action2Count,avgActionDuration,-0.013317292983760316
amountAvg,maritalStatusMarried,0.013307074589485463
maritalStatusMarried,amountAvg,0.013307074589485463
profileRawStdSessionAction8Count,profileRecipientTxnCount,0.013301676073064511
profileRecipientTxnCount,profileRawStdSessionAction8Count,0.013301676073064511
profileSessionTransactionFromSavingsCountZScore,profileSessionTransactionCountZScore,-0.01327825360663546
profileSessionTransactionCountZScore,profileSessionTransactionFromSavingsCountZScore,-0.01327825360663546
amountMod1,action8Count,0.013264129441761693
action8Count,amountMod1,0.013264129441761693
profileSessionAction9CountZScore,profileSessionTransactionFromCreditCardCountZScore,0.013262306794101696
profileSessionTransactionFromCreditCardCountZScore,profileSessionAction9CountZScore,0.013262306794101696
profileSessionAction2CountZScore,maritalStatusMarried,-0.013250041088503235
maritalStatusMarried,profileSessionAction2CountZScore,-0.013250041088503235
profileRawStdSessionTransactionCount,profileSessionTransactionFromSavingsCountZScore,-0.013217648647145397
profileSessionTransactionFromSavingsCountZScore,profileRawStdSessionTransactionCount,-0.013217648647145397
action3Count,profileRawStdSessionActionCount,0.013157061170128681
profileRawStdSessionActionCount,action3Count,0.013157061170128681
distinctRecipientCount,profileRawTransactionCount,0.013122424688338984
profileRawTransactionCount,distinctRecipientCount,0.013122424688338984
profileRawAmountPercentile25,profileRawSessionCount,-0.01311240539920546
profileRawSessionCount,profileRawAmountPercentile25,-0.01311240539920546
profileSessionAction1CountZScore,profileRawMeanSessionAction2Count,0.013014429957921911
profileRawMeanSessionAction2Count,profileSessionAction1CountZScore,0.013014429957921911
secondsToTransaction,profileRawInd,0.0129815402037822
profileRawInd,secondsToTransaction,0.0129815402037822
amountMod100,profileSessionAction7CountZScore,0.012942251384534306
profileSessionAction7CountZScore,amountMod100,0.012942251384534306
latitude,profileSessionAction2CountZScore,0.012934726126564454
profileSessionAction2CountZScore,latitude,0.012934726126564454
profileRawAmountPercentile90,dayOfWeek,-0.01293114862007219
dayOfWeek,profileRawAmountPercentile90,-0.01293114862007219
profileSessionAction0CountZScore,profileRawStdSessionAction7Count,0.012882105515991562
profileRawStdSessionAction7Count,profileSessionAction0CountZScore,0.012882105515991562
action0Count,amountMod1,0.012858449250158912
amountMod1,action0Count,0.012858449250158912
recipientTransactionCount,profileAmountZScore,-0.012718957741052032
profileAmountZScore,recipientTransactionCount,-0.012718957741052032
distanceFromHome,profileSessionAction0CountZScore,0.01264104976787744
profileSessionAction0CountZScore,distanceFromHome,0.01264104976787744
profileSessionAction5CountZScore,profileRawStdSessionAction0Count,-0.012627377609707668
profileRawStdSessionAction0Count,profileSessionAction5CountZScore,-0.012627377609707668
profileRawStdSessionTransactionFromSavingsCount,action9Count,-0.012577698915793927
action9Count,profileRawStdSessionTransactionFromSavingsCount,-0.012577698915793927
accountTypeSavings,amountMod100,0.012574418790113047
amountMod100,accountTypeSavings,0.012574418790113047
amountMod250,action3Count,-0.012574065117939058
action3Count,amountMod250,-0.012574065117939058
profileRawAmountPercentile10,action4Count,-0.012548923387857246
action4Count,profileRawAmountPercentile10,-0.012548923387857246
action1Count,distanceFromHome,-0.01251004050125315
distanceFromHome,action1Count,-0.01251004050125315
profileRawAmountPercentile25,hour,-0.012479416107269568
hour,profileRawAmountPercentile25,-0.012479416107269568
profileRawAmountMin,profileSessionAction9CountZScore,0.012464360488557882
profileSessionAction9CountZScore,profileRawAmountMin,0.012464360488557882
profileSessionAction1CountZScore,profileRawMeanSessionActionCount,0.012368403864333504
profileRawMeanSessionActionCount,profileSessionAction1CountZScore,0.012368403864333504
profileRawMeanSessionAction6Count,action7Count,-0.01235855549092201
action7Count,profileRawMeanSessionAction6Count,-0.01235855549092201
longitude,profileSessionAction2CountZScore,0.012322484570807748
profileSessionAction2CountZScore,longitude,0.012322484570807748
accountTypeChecking,maritalStatusMarried,0.012319534740362428
maritalStatusMarried,accountTypeChecking,0.012319534740362428
maritalStatusSingle,action2Count,0.012289436760183162
action2Count,maritalStatusSingle,0.012289436760183162
profileRawStdSessionAction0Count,profileRawStdSessionAction2Count,0.012252811597572029
profileRawStdSessionAction2Count,profileRawStdSessionAction0Count,0.012252811597572029
profileRawMeanSessionAction0Count,amountMod1,-0.012212475693142147
amountMod1,profileRawMeanSessionAction0Count,-0.012212475693142147
amountMax,amountMod1,0.0122116384177742
amountMod1,amountMax,0.0122116384177742
profileSessionTransactionFromSavingsCountZScore,transactionCount,-0.012205235820605106
transactionCount,profileSessionTransactionFromSavingsCountZScore,-0.012205235820605106
profileSessionAction3CountZScore,amountMod250,-0.0121696173446356
amountMod250,profileSessionAction3CountZScore,-0.0121696173446356
profileRawMeanSessionTransactionFromCheckingCount,distinctRecipientCount,-0.012104603356260402
distinctRecipientCount,profileRawMeanSessionTransactionFromCheckingCount,-0.012104603356260402
profileRawMeanSecondsToTransaction,transactionCount,-0.012104249306313314
transactionCount,profileRawMeanSecondsToTransaction,-0.012104249306313314
profileRawAmountPercentile50,profileRawStdSessionAction1Count,0.012099403609611613
profileRawStdSessionAction1Count,profileRawAmountPercentile50,0.012099403609611613
profileRawMeanSessionAction4Count,maritalStatusSingle,-0.012056156456738925
maritalStatusSingle,profileRawMeanSessionAction4Count,-0.012056156456738925
profileRawMeanSessionTransactionCount,distinctRecipientCount,-0.011972746963545965
distinctRecipientCount,profileRawMeanSessionTransactionCount,-0.011972746963545965
profileRawMeanSessionTransactionFromCreditCardCount,amountMod1,0.01193924402579475
amountMod1,profileRawMeanSessionTransactionFromCreditCardCount,0.01193924402579475
action7Count,profileRawMeanSessionTransactionFromCheckingCount,-0.011886911105098224
profileRawMeanSessionTransactionFromCheckingCount,action7Count,-0.011886911105098224
profileSessionTransactionFromCreditCardCountZScore,profileRawAmountPercentile25,0.011845294217144784
profileRawAmountPercentile25,profileSessionTransactionFromCreditCardCountZScore,0.011845294217144784
profileRawStdSessionAction6Count,profileSessionAction1CountZScore,0.01180642261833448
profileSessionAction1CountZScore,profileRawStdSessionAction6Count,0.01180642261833448
action4Count,profileRawAmountAvg,-0.011755144066297718
profileRawAmountAvg,action4Count,-0.011755144066297718
profileSessionAction8CountZScore,profileSessionTransactionCountZScore,0.011687749592965027
profileSessionTransactionCountZScore,profileSessionAction8CountZScore,0.011687749592965027
profileAmountZScore,profileRawMeanSessionTransactionFromSavingsCount,-0.011667968186648732
profileRawMeanSessionTransactionFromSavingsCount,profileAmountZScore,-0.011667968186648732
maritalStatusMarried,amountMod100,-0.01161514701015644
amountMod100,maritalStatusMarried,-0.01161514701015644
action4Count,profileRawStdSessionTransactionFromCreditCardCount,0.01157871845253911
profileRawStdSessionTransactionFromCreditCardCount,action4Count,0.01157871845253911
action4Count,profileRawAmountMax,-0.01154177146284344
profileRawAmountMax,action4Count,-0.01154177146284344
amountMod1000,accountTypeSavings,-0.011540839905703686
accountTypeSavings,amountMod1000,-0.011540839905703686
profileSessionAction8CountZScore,profileRawTransactionCount,-0.011506991288272296
profileRawTransactionCount,profileSessionAction8CountZScore,-0.011506991288272296
maritalStatusDivorced,profileSessionAction0CountZScore,0.01148647289330883
profileSessionAction0CountZScore,maritalStatusDivorced,0.01148647289330883
profileRawMeanSessionTransactionCount,profileSessionAction5CountZScore,0.011453742440099432
profileSessionAction5CountZScore,profileRawMeanSessionTransactionCount,0.011453742440099432
avgActionDuration,profileSessionAction8CountZScore,0.011453698577718338
profileSessionAction8CountZScore,avgActionDuration,0.011453698577718338
profileSessionAction8CountZScore,profileRawStdSessionTransactionFromCheckingCount,-0.011449478566554105
profileRawStdSessionTransactionFromCheckingCount,profileSessionAction8CountZScore,-0.011449478566554105
profileRecipientTxnCount,action9Count,0.011421972087593954
action9Count,profileRecipientTxnCount,0.011421972087593954
profileSessionAction4CountZScore,profileRawAmountPercentile10,-0.011369362362543161
profileRawAmountPercentile10,profileSessionAction4CountZScore,-0.011369362362543161
homeLongitude,profileSessionTransactionFromCreditCardCountZScore,-0.011365109952864546
profileSessionTransactionFromCreditCardCountZScore,homeLongitude,-0.011365109952864546
action8Count,profileRawStdSessionTransactionCount,0.011364301458157137
profileRawStdSessionTransactionCount,action8Count,0.011364301458157137
action0Count,profileRawMeanSessionAction9Count,0.01136421244560318
profileRawMeanSessionAction9Count,action0Count,0.01136421244560318
profileRawStdSessionAction8Count,profileSessionAction1CountZScore,0.011358985868227972
profileSessionAction1CountZScore,profileRawStdSessionAction8Count,0.011358985868227972
profileSessionAction9CountZScore,profileSessionAction8CountZScore,0.011356928630776215
profileSessionAction8CountZScore,profileSessionAction9CountZScore,0.011356928630776215
profileRawStdSessionAction4Count,profileSessionAction3CountZScore,-0.011344182325224422
profileSessionAction3CountZScore,profileRawStdSessionAction4Count,-0.011344182325224422
profileRawAmountPercentile10,profileRawMeanSessionTransactionFromCreditCardCount,-0.011336949589760625
profileRawMeanSessionTransactionFromCreditCardCount,profileRawAmountPercentile10,-0.011336949589760625
profileRawStdSessionTransactionFromCreditCardCount,profileSessionTransactionFromSavingsCountZScore,-0.011221798771170903
profileSessionTransactionFromSavingsCountZScore,profileRawStdSessionTransactionFromCreditCardCount,-0.011221798771170903
profileSessionAction1CountZScore,amount,0.011215483656504828
amount,profileSessionAction1CountZScore,0.011215483656504828
amountMod1,profileRawMeanSessionAction4Count,0.011155343343254935
profileRawMeanSessionAction4Count,amountMod1,0.011155343343254935
maritalStatusMarried,avgActionDuration,-0.011114485095578214
avgActionDuration,maritalStatusMarried,-0.011114485095578214
homeLongitude,profileRawStdSessionAction4Count,0.01108512055065876
profileRawStdSessionAction4Count,homeLongitude,0.01108512055065876
amountMod1,maritalStatusDivorced,-0.011076227628357775
maritalStatusDivorced,amountMod1,-0.011076227628357775
profileSessionAction0CountZScore,profileRawMeanSecondsToTransaction,0.011046887215160131
profileRawMeanSecondsToTransaction,profileSessionAction0CountZScore,0.011046887215160131
secondsToTransaction,profileRawAmountStd,-0.011004248163098657
profileRawAmountStd,secondsToTransaction,-0.011004248163098657
dayOfWeek,maritalStatusMarried,-0.011001041870290001
maritalStatusMarried,dayOfWeek,-0.011001041870290001
profileRawAmountPercentile50,profileRecipientTxnCount,0.010981186250953321
profileRecipientTxnCount,profileRawAmountPercentile50,0.010981186250953321
distanceFromHome,profileRawAmountStd,0.010921563847719709
profileRawAmountStd,distanceFromHome,0.010921563847719709
profileRawAmountStd,genderMale,-0.01083419830924977
genderMale,profileRawAmountStd,-0.01083419830924977
hour,profileRawAmountPercentile10,-0.010825241595994321
profileRawAmountPercentile10,hour,-0.010825241595994321
profileSessionTransactionFromCreditCardCountZScore,amount,-0.010788107386207764
amount,profileSessionTransactionFromCreditCardCountZScore,-0.010788107386207764
amount,accountTypeChecking,0.010631233536334574
accountTypeChecking,amount,0.010631233536334574
recipientTransactionCount,dayOfWeek,-0.010612359446772303
dayOfWeek,recipientTransactionCount,-0.010612359446772303
distinctRecipientCount,profileRawAmountPercentile50,-0.01060632471205211
profileRawAmountPercentile50,distinctRecipientCount,-0.01060632471205211
accountTypeSavings,profileRawAmountPercentile25,-0.010599812225396507
profileRawAmountPercentile25,accountTypeSavings,-0.010599812225396507
accountTypeSavings,profileRawMeanSessionAction8Count,0.010500610805190968
profileRawMeanSessionAction8Count,accountTypeSavings,0.010500610805190968
profileRawMeanSessionTransactionFromCheckingCount,genderMale,-0.010467183759548691
genderMale,profileRawMeanSessionTransactionFromCheckingCount,-0.010467183759548691
maritalStatusSingle,profileRawMeanSessionAction0Count,-0.010391447092953709
profileRawMeanSessionAction0Count,maritalStatusSingle,-0.010391447092953709
profileRawStdSessionTransactionFromSavingsCount,profileSessionAction9CountZScore,0.010365375988517991
profileSessionAction9CountZScore,profileRawStdSessionTransactionFromSavingsCount,0.010365375988517991
profileRawMeanSessionAction7Count,accountTypeCreditCard,-0.010350805959147748
accountTypeCreditCard,profileRawMeanSessionAction7Count,-0.010350805959147748
profileRawStdSessionAction5Count,profileSessionAction0CountZScore,-0.01031147124704381
profileSessionAction0CountZScore,profileRawStdSessionAction5Count,-0.01031147124704381
profileRawMeanSessionTransactionFromCheckingCount,profileSessionAction5CountZScore,-0.010259898324848613
profileSessionAction5CountZScore,profileRawMeanSessionTransactionFromCheckingCount,-0.010259898324848613
profileSessionAction5CountZScore,profileRawMeanSessionAction0Count,-0.010249127083033764
profileRawMeanSessionAction0Count,profileSessionAction5CountZScore,-0.010249127083033764
secondsToTransaction,profileRawAmountPercentile25,-0.010247230831617863
profileRawAmountPercentile25,secondsToTransaction,-0.010247230831617863
profileRawMeanSessionAction9Count,profileSessionTransactionFromSavingsCountZScore,-0.010222739914148349
profileSessionTransactionFromSavingsCountZScore,profileRawMeanSessionAction9Count,-0.010222739914148349
profileRawStdSessionTransactionCount,amountMod1,-0.010209333881850462
amountMod1,profileRawStdSessionTransactionCount,-0.010209333881850462
profileRawStdSessionAction3Count,amountMod1,-0.010192674159192725
amountMod1,profileRawStdSessionAction3Count,-0.010192674159192725
profileRawMeanSessionAction6Count,transactionCount,0.01016862866698107
transactionCount,profileRawMeanSessionAction6Count,0.01016862866698107
maritalStatusSingle,secondsToTransaction,-0.01011014285214817
secondsToTransaction,maritalStatusSingle,-0.01011014285214817
profileRawAmountAvg,profileRawStdSecondsToTransaction,0.01010998733707069
profileRawStdSecondsToTransaction,profileRawAmountAvg,0.01010998733707069
profileSecondsToTransactionZScore,profileRawStdSessionTransactionFromSavingsCount,0.01009738896835253
profileRawStdSessionTransactionFromSavingsCount,profileSecondsToTransactionZScore,0.01009738896835253
profileRawMeanSessionAction3Count,amountMod1,-0.010040824562434604
amountMod1,profileRawMeanSessionAction3Count,-0.010040824562434604
profileSessionAction3CountZScore,action7Count,0.009911766284994317
action7Count,profileSessionAction3CountZScore,0.009911766284994317
accountTypeCreditCard,profileRawMeanSessionAction1Count,-0.009897669554505767
profileRawMeanSessionAction1Count,accountTypeCreditCard,-0.009897669554505767
profileRawStdSessionAction4Count,amountMod250,0.00989573294939118
amountMod250,profileRawStdSessionAction4Count,0.00989573294939118
amountMod1,profileRawInd,0.009874146589404753
profileRawInd,amountMod1,0.009874146589404753
profileRawAmountAvg,homeLatitude,0.00984814217047838
homeLatitude,profileRawAmountAvg,0.00984814217047838
profileRawMeanSessionTransactionFromCheckingCount,action3Count,0.009650972132284287
action3Count,profileRawMeanSessionTransactionFromCheckingCount,0.009650972132284287
profileSessionTransactionFromCreditCardCountZScore,profileRawMeanSessionTransactionFromCheckingCount,0.009645703014683997
profileRawMeanSessionTransactionFromCheckingCount,profileSessionTransactionFromCreditCardCountZScore,0.009645703014683997
profileSessionTransactionFromCreditCardCountZScore,profileRawStdSessionAction5Count,0.00964286778396165
profileRawStdSessionAction5Count,profileSessionTransactionFromCreditCardCountZScore,0.00964286778396165
profileRawAmountPercentile50,profileRawStdSessionAction5Count,0.009586779622515619
profileRawStdSessionAction5Count,profileRawAmountPercentile50,0.009586779622515619
profileRawAmountMin,profileSessionActionCountZScore,0.009583626009750188
profileSessionActionCountZScore,profileRawAmountMin,0.009583626009750188
amountMod100,profileSessionTransactionFromCheckingCountZScore,0.00952519872816316
profileSessionTransactionFromCheckingCountZScore,amountMod100,0.00952519872816316
profileRawStdSessionTransactionFromCreditCardCount,amount,-0.009508951879470142
amount,profileRawStdSessionTransactionFromCreditCardCount,-0.009508951879470142
profileRawMeanSessionTransactionCount,profileSessionAction8CountZScore,0.009506515206064091
profileSessionAction8CountZScore,profileRawMeanSessionTransactionCount,0.009506515206064091
profileRawStdSessionAction5Count,action8Count,-0.009505549119357823
action8Count,profileRawStdSessionAction5Count,-0.009505549119357823
accountTypeChecking,avgActionDuration,-0.009496104189113426
avgActionDuration,accountTypeChecking,-0.009496104189113426
latitude,amountSum,0.009486497405745337
amountSum,latitude,0.009486497405745337
amountMod1000,profileRawStdSessionTransactionFromCheckingCount,0.00936735325549534
profileRawStdSessionTransactionFromCheckingCount,amountMod1000,0.00936735325549534
profileRawMeanSessionAction0Count,amountMod100,0.009356370695966093
amountMod100,profileRawMeanSessionAction0Count,0.009356370695966093
profileSessionAction5CountZScore,profileRawStdSessionTransactionFromCheckingCount,-0.00934830720293972
profileRawStdSessionTransactionFromCheckingCount,profileSessionAction5CountZScore,-0.00934830720293972
profileRawAmountMin,profileAmountZScore,-0.009295501920376604
profileAmountZScore,profileRawAmountMin,-0.009295501920376604
profileRawStdSessionTransactionFromSavingsCount,actionCount,-0.009290019484177094
actionCount,profileRawStdSessionTransactionFromSavingsCount,-0.009290019484177094
amountMod1,hour,0.00927978598363386
hour,amountMod1,0.00927978598363386
profileRawAmountPercentile10,action0Count,0.009278873414937704
action0Count,profileRawAmountPercentile10,0.009278873414937704
profileRawAmountMin,profileSecondsToTransactionZScore,0.009202757775144762
profileSecondsToTransactionZScore,profileRawAmountMin,0.009202757775144762
profileSessionTransactionFromSavingsCountZScore,amountMod500,-0.0091588138156564
amountMod500,profileSessionTransactionFromSavingsCountZScore,-0.0091588138156564
amountMod1,recipientTransactionCount,-0.009073293266123146
recipientTransactionCount,amountMod1,-0.009073293266123146
amountMax,profileRawStdSessionTransactionFromCreditCardCount,0.009070455857461236
profileRawStdSessionTransactionFromCreditCardCount,amountMax,0.009070455857461236
amountMod1,profileRawStdSessionAction5Count,0.00904883087449695
profileRawStdSessionAction5Count,amountMod1,0.00904883087449695
profileRawMeanSessionTransactionFromCreditCardCount,amount,0.00901989983751603
amount,profileRawMeanSessionTransactionFromCreditCardCount,0.00901989983751603
action1Count,profileSessionAction3CountZScore,-0.00899643739726486
profileSessionAction3CountZScore,action1Count,-0.00899643739726486
profileRawAmountPercentile75,profileRawStdSessionAction3Count,0.008964794195746193
profileRawStdSessionAction3Count,profileRawAmountPercentile75,0.008964794195746193
profileRawAmountPercentile25,profileRawMeanSessionAction2Count,-0.008945977698187137
profileRawMeanSessionAction2Count,profileRawAmountPercentile25,-0.008945977698187137
profileRawMeanSessionTransactionFromSavingsCount,profileRawStdSessionAction1Count,0.00893136768311223
profileRawStdSessionAction1Count,profileRawMeanSessionTransactionFromSavingsCount,0.00893136768311223
action7Count,profileRawStdSessionAction1Count,0.00892579380749675
profileRawStdSessionAction1Count,action7Count,0.00892579380749675
age,profileRawAmountStd,-0.00888506449386511
profileRawAmountStd,age,-0.00888506449386511
profileRawMeanSessionAction4Count,profileSessionAction2CountZScore,0.008837015000483029
profileSessionAction2CountZScore,profileRawMeanSessionAction4Count,0.008837015000483029
profileRawAmountStd,profileRawMeanSessionAction8Count,0.008807260732446129
profileRawMeanSessionAction8Count,profileRawAmountStd,0.008807260732446129
homeLatitude,amountMod1,0.008741688143447673
amountMod1,homeLatitude,0.008741688143447673
amountMod1000,profileRawMeanSessionAction7Count,0.00873824119833606
profileRawMeanSessionAction7Count,amountMod1000,0.00873824119833606
profileSessionAction0CountZScore,action1Count,0.00871803052027244
action1Count,profileSessionAction0CountZScore,0.00871803052027244
amountMod1,accountTypeCreditCard,-0.008716763473905034
accountTypeCreditCard,amountMod1,-0.008716763473905034
profileSessionAction1CountZScore,profileRawStdSessionAction2Count,0.008684180219543014
profileRawStdSessionAction2Count,profileSessionAction1CountZScore,0.008684180219543014
profileRawStdSessionTransactionFromCreditCardCount,maritalStatusSingle,0.008677098853177915
maritalStatusSingle,profileRawStdSessionTransactionFromCreditCardCount,0.008677098853177915
maritalStatusSingle,actionCount,0.008633866516253426
actionCount,maritalStatusSingle,0.008633866516253426
recipientTransactionCount,amount,0.00861638605170274
amount,recipientTransactionCount,0.00861638605170274
accountTypeCreditCard,profileSessionAction0CountZScore,-0.008604848902365753
profileSessionAction0CountZScore,accountTypeCreditCard,-0.008604848902365753
profileRawMeanSessionAction2Count,profileSessionAction0CountZScore,-0.008546008143274521
profileSessionAction0CountZScore,profileRawMeanSessionAction2Count,-0.008546008143274521
profileRawAmountPercentile75,secondsToTransaction,0.008518264483238672
secondsToTransaction,profileRawAmountPercentile75,0.008518264483238672
accountTypeCreditCard,amountMod250,0.008474486593518614
amountMod250,accountTypeCreditCard,0.008474486593518614
amountMod1,profileRawStdSessionAction4Count,0.008463823231875592
profileRawStdSessionAction4Count,amountMod1,0.008463823231875592
dayOfWeek,profileRawInd,0.008435209764987298
profileRawInd,dayOfWeek,0.008435209764987298
actionCount,profileRawAmountPercentile75,-0.008394874577128111
profileRawAmountPercentile75,actionCount,-0.008394874577128111
transactionCount,profileRawMeanSessionAction7Count,0.008366943040545574
profileRawMeanSessionAction7Count,transactionCount,0.008366943040545574
profileRawStdSessionTransactionFromSavingsCount,accountTypeCreditCard,-0.008358254726934725
accountTypeCreditCard,profileRawStdSessionTransactionFromSavingsCount,-0.008358254726934725
accountTypeChecking,profileRawAmountPercentile10,-0.008338478379086852
profileRawAmountPercentile10,accountTypeChecking,-0.008338478379086852
profileRecipientTxnCount,profileSessionAction1CountZScore,-0.008304438378605103
profileSessionAction1CountZScore,profileRecipientTxnCount,-0.008304438378605103
profileRawMeanSessionTransactionFromCreditCardCount,transactionCount,-0.008278414879394645
transactionCount,profileRawMeanSessionTransactionFromCreditCardCount,-0.008278414879394645
amountMod1,profileRawAmountPercentile10,0.008228089141161231
profileRawAmountPercentile10,amountMod1,0.008228089141161231
profileRawStdSecondsToTransaction,amountMod1000,-0.008226714800772235
amountMod1000,profileRawStdSecondsToTransaction,-0.008226714800772235
latitude,amountAvg,-0.008192209892342206
amountAvg,latitude,-0.008192209892342206
maritalStatusDivorced,age,0.008133563804285029
age,maritalStatusDivorced,0.008133563804285029
profileRawMeanSessionAction2Count,profileRawStdSessionAction0Count,0.008128366585373229
profileRawStdSessionAction0Count,profileRawMeanSessionAction2Count,0.008128366585373229
action2Count,profileAmountZScore,-0.008110842511396071
profileAmountZScore,action2Count,-0.008110842511396071
age,profileRawAmountPercentile25,0.00808722141037329
profileRawAmountPercentile25,age,0.00808722141037329
action0Count,amountMod100,0.008059535299787802
amountMod100,action0Count,0.008059535299787802
profileRawAmountMax,accountTypeChecking,-0.008057268500564218
accountTypeChecking,profileRawAmountMax,-0.008057268500564218
profileRawStdSessionAction2Count,profileRawMeanSessionAction0Count,-0.008033573804445509
profileRawMeanSessionAction0Count,profileRawStdSessionAction2Count,-0.008033573804445509
accountTypeChecking,amountMod100,-0.007982013760119528
amountMod100,accountTypeChecking,-0.007982013760119528
profileRawAmountMin,action3Count,0.007973290832865734
action3Count,profileRawAmountMin,0.007973290832865734
profileRawStdSessionAction7Count,profileSessionAction5CountZScore,-0.0079651924730819
profileSessionAction5CountZScore,profileRawStdSessionAction7Count,-0.0079651924730819
action8Count,amountMax,-0.007937389091703271
amountMax,action8Count,-0.007937389091703271
profileSessionAction5CountZScore,amountMod100,-0.00792346930710397
amountMod100,profileSessionAction5CountZScore,-0.00792346930710397
profileRawAmountPercentile50,profileSessionAction3CountZScore,-0.007821007885755264
profileSessionAction3CountZScore,profileRawAmountPercentile50,-0.007821007885755264
profileRawStdSessionTransactionFromCheckingCount,genderMale,-0.007782791699801593
genderMale,profileRawStdSessionTransactionFromCheckingCount,-0.007782791699801593
dayOfMonth,amountMod1,0.0077661023572148415
amountMod1,dayOfMonth,0.0077661023572148415
maritalStatusMarried,amountMod1,-0.007719811431217719
amountMod1,maritalStatusMarried,-0.007719811431217719
profileRawMeanSessionAction7Count,profileSessionAction5CountZScore,-0.00771775789795696
profileSessionAction5CountZScore,profileRawMeanSessionAction7Count,-0.00771775789795696
amountMod100,profileDistinctRecipientCount,0.007656285059011361
profileDistinctRecipientCount,amountMod100,0.007656285059011361
amountMin,accountTypeCreditCard,-0.007651531259110039
accountTypeCreditCard,amountMin,-0.007651531259110039
distanceFromHome,amountMod100,-0.007631058959276098
amountMod100,distanceFromHome,-0.007631058959276098
profileRawStdSessionAction0Count,action1Count,-0.00751610018262204
action1Count,profileRawStdSessionAction0Count,-0.00751610018262204
profileSessionTransactionCountZScore,profileRawAmountMin,0.007508938804513035
profileRawAmountMin,profileSessionTransactionCountZScore,0.007508938804513035
profileRawMeanSessionAction7Count,profileSessionTransactionFromCreditCardCountZScore,-0.007483950460395367
profileSessionTransactionFromCreditCardCountZScore,profileRawMeanSessionAction7Count,-0.007483950460395367
profileRawAmountAvg,profileRawStdSessionAction3Count,-0.007429267630124614
profileRawStdSessionAction3Count,profileRawAmountAvg,-0.007429267630124614
profileRawStdSessionAction1Count,profileSessionAction1CountZScore,-0.0074106058996180136
profileSessionAction1CountZScore,profileRawStdSessionAction1Count,-0.0074106058996180136
profileRawMeanSessionAction3Count,accountTypeCreditCard,-0.007405975337858907
accountTypeCreditCard,profileRawMeanSessionAction3Count,-0.007405975337858907
profileRawAmountMin,profileSessionAction7CountZScore,0.007371163812858898
profileSessionAction7CountZScore,profileRawAmountMin,0.007371163812858898
profileRawMeanSessionAction5Count,profileSessionAction2CountZScore,0.007356276698751903
profileSessionAction2CountZScore,profileRawMeanSessionAction5Count,0.007356276698751903
profileRawMeanSessionActionCount,action3Count,0.0073372429861790775
action3Count,profileRawMeanSessionActionCount,0.0073372429861790775
profileRawStdSessionTransactionFromSavingsCount,profileSessionTransactionCountZScore,0.007317018980621756
profileSessionTransactionCountZScore,profileRawStdSessionTransactionFromSavingsCount,0.007317018980621756
maritalStatusSingle,profileSessionTransactionFromCreditCardCountZScore,0.0073130323610337096
profileSessionTransactionFromCreditCardCountZScore,maritalStatusSingle,0.0073130323610337096
age,profileRawAmountMax,-0.007278343332305772
profileRawAmountMax,age,-0.007278343332305772
recipientTransactionCount,accountTypeCreditCard,-0.007242250986370071
accountTypeCreditCard,recipientTransactionCount,-0.007242250986370071
profileSessionTransactionFromCreditCardCountZScore,amountMod100,0.007233672930467447
amountMod100,profileSessionTransactionFromCreditCardCountZScore,0.007233672930467447
action0Count,profileRawMeanSessionTransactionFromCheckingCount,-0.007224164721807416
profileRawMeanSessionTransactionFromCheckingCount,action0Count,-0.007224164721807416
accountTypeSavings,profileRawStdSessionAction8Count,0.007190738257300876
profileRawStdSessionAction8Count,accountTypeSavings,0.007190738257300876
profileRawMeanSessionAction0Count,amountMod250,-0.007190342408461856
amountMod250,profileRawMeanSessionAction0Count,-0.007190342408461856
profileRawAmountPercentile25,profileDistinctRecipientCount,0.007109220868493082
profileDistinctRecipientCount,profileRawAmountPercentile25,0.007109220868493082
accountTypeCreditCard,profileRawStdSessionAction2Count,-0.0070652825380693625
profileRawStdSessionAction2Count,accountTypeCreditCard,-0.0070652825380693625
amountMod1,profileRawMeanSessionTransactionCount,-0.007049455474670314
profileRawMeanSessionTransactionCount,amountMod1,-0.007049455474670314
amountMod250,profileRawMeanSessionAction9Count,0.007004251877385629
profileRawMeanSessionAction9Count,amountMod250,0.007004251877385629
profileRawStdSessionTransactionFromCreditCardCount,profileSessionAction0CountZScore,0.006979374725721679
profileSessionAction0CountZScore,profileRawStdSessionTransactionFromCreditCardCount,0.006979374725721679
action5Count,profileSessionAction8CountZScore,-0.0069593761811303535
profileSessionAction8CountZScore,action5Count,-0.0069593761811303535
profileSessionAction2CountZScore,profileRawStdSessionAction1Count,-0.006954261614338886
profileRawStdSessionAction1Count,profileSessionAction2CountZScore,-0.006954261614338886
profileRawAmountPercentile90,secondsToTransaction,-0.00693766508722985
secondsToTransaction,profileRawAmountPercentile90,-0.00693766508722985
homeLatitude,profileRawAmountPercentile90,0.0068791345588034404
profileRawAmountPercentile90,homeLatitude,0.0068791345588034404
profileRawAmountPercentile90,profileSessionAction8CountZScore,-0.006856641549165638
profileSessionAction8CountZScore,profileRawAmountPercentile90,-0.006856641549165638
profileRawAmountPercentile50,profileRawMeanSecondsToTransaction,-0.006852536719042826
profileRawMeanSecondsToTransaction,profileRawAmountPercentile50,-0.006852536719042826
profileRawStdSessionAction0Count,profileRawAmountPercentile90,0.006810132033197459
