feature_1,feature_2,correlation
profileRawStdSessionTransactionFromSavingsCount,profileRawMeanSessionAction2Count,0.25168533858558045
profileRawMeanSessionAction2Count,profileRawStdSessionTransactionFromSavingsCount,0.25168533858558045
amountAvg,distinctRecipientCount,0.2516439545828237
distinctRecipientCount,amountAvg,0.2516439545828237
homeLatitude,profileRawStdSessionAction1Count,-0.2511588311916303
profileRawStdSessionAction1Count,homeLatitude,-0.2511588311916303
profileRawInd,profileRawMeanSessionAction0Count,0.25104018651110205
profileRawMeanSessionAction0Count,profileRawInd,0.25104018651110205
homeLatitude,distinctRecipientCount,-0.25093019807944444
distinctRecipientCount,homeLatitude,-0.25093019807944444
amountSum,dayOfWeek,0.2507946145971368
dayOfWeek,amountSum,0.2507946145971368
homeLatitude,amountSum,-0.25074119589376465
amountSum,homeLatitude,-0.25074119589376465
profileRawMeanSessionAction2Count,profileRawInd,0.25072697321938037
profileRawInd,profileRawMeanSessionAction2Count,0.25072697321938037
action0Count,profileSessionAction8CountZScore,0.2507080958400566
profileSessionAction8CountZScore,action0Count,0.2507080958400566
profileAmountZScore,profileSessionAction4CountZScore,0.2505804289687696
profileSessionAction4CountZScore,profileAmountZScore,0.2505804289687696
profileRawStdSessionAction3Count,profileRawMeanSessionAction4Count,0.2505334040809142
profileRawMeanSessionAction4Count,profileRawStdSessionAction3Count,0.2505334040809142
profileRawSessionCount,profileRawAmountStd,0.25051611340509966
profileRawAmountStd,profileRawSessionCount,0.25051611340509966
dayOfMonth,age,-0.25045903248711543
age,dayOfMonth,-0.25045903248711543
dayOfMonth,action9Count,0.2504232978063577
action9Count,dayOfMonth,0.2504232978063577
profileRawStdSecondsToTransaction,action5Count,0.2504206143988039
action5Count,profileRawStdSecondsToTransaction,0.2504206143988039
action2Count,profileRawStdSessionTransactionFromCreditCardCount,0.2504132344112821
profileRawStdSessionTransactionFromCreditCardCount,action2Count,0.2504132344112821
profileRawStdSessionAction7Count,profileRawAmountMax,0.2501183673990054
profileRawAmountMax,profileRawStdSessionAction7Count,0.2501183673990054
profileRawMeanSessionTransactionFromSavingsCount,profileRawMeanSessionAction9Count,0.24994122447430656
profileRawMeanSessionAction9Count,profileRawMeanSessionTransactionFromSavingsCount,0.24994122447430656
profileSessionAction9CountZScore,distanceFromHome,0.249448547152912
distanceFromHome,profileSessionAction9CountZScore,0.249448547152912
profileSessionAction6CountZScore,maritalStatusMarried,0.2491348258056392
maritalStatusMarried,profileSessionAction6CountZScore,0.2491348258056392
profileRawStdSessionAction0Count,profileRawMeanSessionAction6Count,0.24888178745677503
profileRawMeanSessionAction6Count,profileRawStdSessionAction0Count,0.24888178745677503
action5Count,profileRawTransactionCount,0.2485948054853969
profileRawTransactionCount,action5Count,0.2485948054853969
profileSessionActionCountZScore,maritalStatusMarried,0.24851412809123297
maritalStatusMarried,profileSessionActionCountZScore,0.24851412809123297
profileSessionAction1CountZScore,profileRawAmountMax,0.24811582696942128
profileRawAmountMax,profileSessionAction1CountZScore,0.24811582696942128
profileRawInd,profileRawStdSessionAction2Count,0.24808284096094874
profileRawStdSessionAction2Count,profileRawInd,0.24808284096094874
distanceFromHome,profileRawMeanSessionAction3Count,-0.24764199436441156
profileRawMeanSessionAction3Count,distanceFromHome,-0.24764199436441156
profileRawAmountMax,profileRawStdSessionAction4Count,0.2476117817135709
profileRawStdSessionAction4Count,profileRawAmountMax,0.2476117817135709
profileSessionAction6CountZScore,distanceFromHome,0.2474983177897612
distanceFromHome,profileSessionAction6CountZScore,0.2474983177897612
recipientTransactionCount,transactionCount,0.24749083049950613
transactionCount,recipientTransactionCount,0.24749083049950613
profileRawMeanSessionTransactionFromSavingsCount,profileRawStdSessionAction9Count,0.24746846530123717
profileRawStdSessionAction9Count,profileRawMeanSessionTransactionFromSavingsCount,0.24746846530123717
profileRawInd,profileRawStdSessionActionCount,0.24737159903517766
profileRawStdSessionActionCount,profileRawInd,0.24737159903517766
profileRawAmountStd,profileSessionTransactionFromSavingsCountZScore,0.2470363460121347
profileSessionTransactionFromSavingsCountZScore,profileRawAmountStd,0.2470363460121347
maritalStatusMarried,profileSecondsToTransactionZScore,0.24656265905657368
profileSecondsToTransactionZScore,maritalStatusMarried,0.24656265905657368
profileRawStdSessionTransactionFromCreditCardCount,recipientTransactionCount,0.24633661987008906
recipientTransactionCount,profileRawStdSessionTransactionFromCreditCardCount,0.24633661987008906
amountAvg,age,-0.2459424342630474
age,amountAvg,-0.2459424342630474
profileAmountZScore,profileSessionAction6CountZScore,0.2457693631270835
profileSessionAction6CountZScore,profileAmountZScore,0.2457693631270835
profileRawInd,profileRawMeanSessionAction5Count,0.24520263106923543
profileRawMeanSessionAction5Count,profileRawInd,0.24520263106923543
profileRawAmountMax,profileRawMeanSessionAction7Count,0.24451863468667367
profileRawMeanSessionAction7Count,profileRawAmountMax,0.24451863468667367
homeLatitude,action4Count,-0.2444129693397615
action4Count,homeLatitude,-0.2444129693397615
amountMax,homeLatitude,-0.2439803980544774
homeLatitude,amountMax,-0.2439803980544774
action6Count,homeLatitude,-0.2439753226353552
homeLatitude,action6Count,-0.2439753226353552
profileRawMeanSessionAction2Count,age,-0.24325175614411018
age,profileRawMeanSessionAction2Count,-0.24325175614411018
recipientTransactionCount,action7Count,0.2430933571148785
action7Count,recipientTransactionCount,0.2430933571148785
profileRawInd,profileRawStdSessionAction5Count,0.24244245892273
profileRawStdSessionAction5Count,profileRawInd,0.24244245892273
profileRawMeanSessionActionCount,maritalStatusDivorced,0.24208328737495297
maritalStatusDivorced,profileRawMeanSessionActionCount,0.24208328737495297
profileSessionAction3CountZScore,profileSessionAction0CountZScore,0.24204428125799374
profileSessionAction0CountZScore,profileSessionAction3CountZScore,0.24204428125799374
profileRawAmountMax,profileRawMeanSecondsToTransaction,0.24136276972643664
profileRawMeanSecondsToTransaction,profileRawAmountMax,0.24136276972643664
profileRawMeanSessionAction0Count,profileRawStdSessionAction6Count,0.24109232514184598
profileRawStdSessionAction6Count,profileRawMeanSessionAction0Count,0.24109232514184598
action2Count,profileRawStdSessionAction6Count,0.2409319537881246
profileRawStdSessionAction6Count,action2Count,0.2409319537881246
profileRawInd,profileRawMeanSessionAction6Count,0.24078140013740335
profileRawMeanSessionAction6Count,profileRawInd,0.24078140013740335
profileRawMeanSessionTransactionFromCreditCardCount,profileRawAmountPercentile90,0.2404989717662142
profileRawAmountPercentile90,profileRawMeanSessionTransactionFromCreditCardCount,0.2404989717662142
age,profileRawStdSessionAction2Count,-0.24049862461757
profileRawStdSessionAction2Count,age,-0.24049862461757
action2Count,profileRawMeanSessionTransactionFromCreditCardCount,0.24025412704060872
profileRawMeanSessionTransactionFromCreditCardCount,action2Count,0.24025412704060872
profileSessionAction1CountZScore,profileSessionAction8CountZScore,0.23942187638442428
profileSessionAction8CountZScore,profileSessionAction1CountZScore,0.23942187638442428
age,profileRawStdSessionAction3Count,0.23914723479805552
profileRawStdSessionAction3Count,age,0.23914723479805552
profileRawStdSecondsToTransaction,maritalStatusDivorced,0.23905349877980472
maritalStatusDivorced,profileRawStdSecondsToTransaction,0.23905349877980472
action6Count,longitude,0.2385422551828245
longitude,action6Count,0.2385422551828245
profileRawStdSessionAction9Count,profileRawAmountMax,0.23822529591304467
profileRawAmountMax,profileRawStdSessionAction9Count,0.23822529591304467
profileRawMeanSessionAction1Count,secondsToTransaction,0.23807119401998617
secondsToTransaction,profileRawMeanSessionAction1Count,0.23807119401998617
amountMod1000,amountMod100,0.23796948504857765
amountMod100,amountMod1000,0.23796948504857765
amountMax,action1Count,0.23779146269324755
action1Count,amountMax,0.23779146269324755
profileRawStdSessionAction5Count,profileRawStdSessionAction0Count,0.2377339782168599
profileRawStdSessionAction0Count,profileRawStdSessionAction5Count,0.2377339782168599
profileRawStdSessionAction6Count,profileRawInd,0.2377083713409794
profileRawInd,profileRawStdSessionAction6Count,0.2377083713409794
profileRawMeanSessionAction1Count,action6Count,0.23756749115080336
action6Count,profileRawMeanSessionAction1Count,0.23756749115080336
action1Count,profileRawMeanSessionAction9Count,0.23717632635195757
profileRawMeanSessionAction9Count,action1Count,0.23717632635195757
profileRawStdSessionAction7Count,action2Count,0.23707379404363846
action2Count,profileRawStdSessionAction7Count,0.23707379404363846
longitude,action7Count,0.23686828023674225
action7Count,longitude,0.23686828023674225
profileRawStdSecondsToTransaction,profileRawStdSessionTransactionFromSavingsCount,0.23680807085508893
profileRawStdSessionTransactionFromSavingsCount,profileRawStdSecondsToTransaction,0.23680807085508893
profileRawStdSessionTransactionFromCreditCardCount,accountTypeCreditCard,0.23663689626405623
accountTypeCreditCard,profileRawStdSessionTransactionFromCreditCardCount,0.23663689626405623
profileRawStdSessionTransactionFromSavingsCount,profileRawMeanSessionActionCount,0.2358691478465258
profileRawMeanSessionActionCount,profileRawStdSessionTransactionFromSavingsCount,0.2358691478465258
profileRawAmountMax,profileRawStdSessionAction6Count,0.23561716507616806
profileRawStdSessionAction6Count,profileRawAmountMax,0.23561716507616806
profileSessionAction5CountZScore,profileSessionAction4CountZScore,0.235614033962283
profileSessionAction4CountZScore,profileSessionAction5CountZScore,0.235614033962283
profileRawMeanSessionTransactionFromCreditCardCount,action5Count,0.23556263166421734
action5Count,profileRawMeanSessionTransactionFromCreditCardCount,0.23556263166421734
profileSessionAction0CountZScore,action0Count,0.23536230934976837
action0Count,profileSessionAction0CountZScore,0.23536230934976837
profileRawMeanSessionAction4Count,action1Count,0.23530184455602365
action1Count,profileRawMeanSessionAction4Count,0.23530184455602365
profileRawMeanSessionAction3Count,age,0.23526819913646502
age,profileRawMeanSessionAction3Count,0.23526819913646502
profileSessionActionCountZScore,profileSessionAction5CountZScore,0.23523812058954416
profileSessionAction5CountZScore,profileSessionActionCountZScore,0.23523812058954416
age,homeLatitude,0.23518451418882738
homeLatitude,age,0.23518451418882738
maritalStatusMarried,profileRawMeanSessionAction2Count,-0.23463327213561286
profileRawMeanSessionAction2Count,maritalStatusMarried,-0.23463327213561286
profileRawAmountMax,profileRawMeanSessionAction6Count,0.2345414854569552
profileRawMeanSessionAction6Count,profileRawAmountMax,0.2345414854569552
profileRawMeanSessionAction8Count,profileRawMeanSessionAction6Count,0.23454046474081924
profileRawMeanSessionAction6Count,profileRawMeanSessionAction8Count,0.23454046474081924
accountTypeSavings,profileRawMeanSessionTransactionFromCheckingCount,-0.2343161653471407
profileRawMeanSessionTransactionFromCheckingCount,accountTypeSavings,-0.2343161653471407
profileRawStdSessionAction1Count,age,-0.2342308224919087
age,profileRawStdSessionAction1Count,-0.2342308224919087
profileRawStdSessionTransactionFromCreditCardCount,action5Count,0.23402846732566362
action5Count,profileRawStdSessionTransactionFromCreditCardCount,0.23402846732566362
recipientTransactionCount,profileRawMeanSessionAction9Count,0.23328271354903835
profileRawMeanSessionAction9Count,recipientTransactionCount,0.23328271354903835
action9Count,profileAmountZScore,0.23303990034965164
profileAmountZScore,action9Count,0.23303990034965164
profileRawStdSessionAction3Count,distanceFromHome,-0.2328018345090422
distanceFromHome,profileRawStdSessionAction3Count,-0.2328018345090422
transactionCount,amountAvg,0.2326863242925201
amountAvg,transactionCount,0.2326863242925201
profileRawMeanSessionTransactionFromSavingsCount,profileRawStdSessionAction0Count,0.23235025572961587
profileRawStdSessionAction0Count,profileRawMeanSessionTransactionFromSavingsCount,0.23235025572961587
secondsToTransaction,action3Count,0.23214508915069362
action3Count,secondsToTransaction,0.23214508915069362
action8Count,profileSessionAction3CountZScore,0.23206000945042168
profileSessionAction3CountZScore,action8Count,0.23206000945042168
maritalStatusDivorced,profileRawMeanSessionTransactionFromCheckingCount,0.2319675499554852
profileRawMeanSessionTransactionFromCheckingCount,maritalStatusDivorced,0.2319675499554852
profileSessionTransactionFromSavingsCountZScore,profileSessionAction1CountZScore,0.2319143018784002
profileSessionAction1CountZScore,profileSessionTransactionFromSavingsCountZScore,0.2319143018784002
longitude,actionCount,0.23179823988438664
actionCount,longitude,0.23179823988438664
profileSessionTransactionCountZScore,maritalStatusMarried,0.23095562286826188
maritalStatusMarried,profileSessionTransactionCountZScore,0.23095562286826188
profileRawAmountAvg,profileRawMeanSessionTransactionFromCreditCardCount,0.23078432898948056
profileRawMeanSessionTransactionFromCreditCardCount,profileRawAmountAvg,0.23078432898948056
maritalStatusDivorced,profileRawStdSessionActionCount,0.23025693967646352
profileRawStdSessionActionCount,maritalStatusDivorced,0.23025693967646352
profileSessionAction5CountZScore,profileSessionTransactionFromSavingsCountZScore,0.2301237592475895
profileSessionTransactionFromSavingsCountZScore,profileSessionAction5CountZScore,0.2301237592475895
maritalStatusMarried,profileSessionAction7CountZScore,0.22975478029034369
profileSessionAction7CountZScore,maritalStatusMarried,0.22975478029034369
profileRawMeanSessionTransactionFromSavingsCount,profileRawTransactionCount,0.22936100556683828
profileRawTransactionCount,profileRawMeanSessionTransactionFromSavingsCount,0.22936100556683828
profileRawStdSessionAction4Count,action1Count,0.22918061285591207
action1Count,profileRawStdSessionAction4Count,0.22918061285591207
action4Count,amountAvg,0.2291089525295794
amountAvg,action4Count,0.2291089525295794
profileSessionAction9CountZScore,longitude,0.2290479570646639
longitude,profileSessionAction9CountZScore,0.2290479570646639
maritalStatusMarried,profileRawStdSessionAction2Count,-0.22867618719072788
profileRawStdSessionAction2Count,maritalStatusMarried,-0.22867618719072788
profileRawAmountMax,profileRawStdSessionActionCount,0.2280146322406731
profileRawStdSessionActionCount,profileRawAmountMax,0.2280146322406731
actionCount,distanceFromHome,0.2277756045911841
distanceFromHome,actionCount,0.2277756045911841
action7Count,amountAvg,0.2270396897163641
amountAvg,action7Count,0.2270396897163641
longitude,secondsToTransaction,0.22675949107993834
secondsToTransaction,longitude,0.22675949107993834
profileRawAmountPercentile90,profileRawAmountPercentile10,0.22663622218344803
profileRawAmountPercentile10,profileRawAmountPercentile90,0.22663622218344803
longitude,profileSessionAction6CountZScore,0.22646005144405892
profileSessionAction6CountZScore,longitude,0.22646005144405892
profileRawStdSessionAction0Count,profileRawStdSessionAction6Count,0.2261429613887327
profileRawStdSessionAction6Count,profileRawStdSessionAction0Count,0.2261429613887327
distinctRecipientCount,profileSessionTransactionFromCreditCardCountZScore,0.22586985883993738
profileSessionTransactionFromCreditCardCountZScore,distinctRecipientCount,0.22586985883993738
profileRawStdSessionTransactionFromSavingsCount,accountTypeSavings,0.22553766933774924
accountTypeSavings,profileRawStdSessionTransactionFromSavingsCount,0.22553766933774924
profileRawTransactionCount,recipientTransactionCount,0.22550851209236608
recipientTransactionCount,profileRawTransactionCount,0.22550851209236608
profileRawAmountPercentile75,profileSessionAction1CountZScore,0.2254697788938288
profileSessionAction1CountZScore,profileRawAmountPercentile75,0.2254697788938288
homeLatitude,profileRawMeanSessionTransactionFromSavingsCount,0.22546242559930563
profileRawMeanSessionTransactionFromSavingsCount,homeLatitude,0.22546242559930563
profileRawAmountMax,profileRawStdSecondsToTransaction,0.22503746263348634
profileRawStdSecondsToTransaction,profileRawAmountMax,0.22503746263348634
homeLongitude,action6Count,0.22487876070659987
action6Count,homeLongitude,0.22487876070659987
profileRawMeanSessionTransactionFromCreditCardCount,recipientTransactionCount,0.2246848929679551
recipientTransactionCount,profileRawMeanSessionTransactionFromCreditCardCount,0.2246848929679551
amountMod1000,amountSum,0.2245509912308762
amountSum,amountMod1000,0.2245509912308762
action1Count,dayOfMonth,0.2243465089309618
dayOfMonth,action1Count,0.2243465089309618
amountMax,profileRawStdSessionAction3Count,-0.22421425658722693
profileRawStdSessionAction3Count,amountMax,-0.22421425658722693
age,secondsToTransaction,-0.22393629476128468
secondsToTransaction,age,-0.22393629476128468
profileRawStdSessionAction8Count,distanceFromHome,-0.2238021175240174
distanceFromHome,profileRawStdSessionAction8Count,-0.2238021175240174
amountMax,amountMod250,0.2235998678481021
amountMod250,amountMax,0.2235998678481021
profileRawMeanSessionAction3Count,amountMax,-0.22354228338061657
amountMax,profileRawMeanSessionAction3Count,-0.22354228338061657
age,profileRawStdSessionAction5Count,-0.2234913201654456
profileRawStdSessionAction5Count,age,-0.2234913201654456
profileRawMeanSessionAction1Count,homeLongitude,0.22326239373600149
homeLongitude,profileRawMeanSessionAction1Count,0.22326239373600149
accountTypeSavings,profileRawStdSessionTransactionFromCheckingCount,-0.22254699968967973
profileRawStdSessionTransactionFromCheckingCount,accountTypeSavings,-0.22254699968967973
profileRawAmountPercentile90,profileRawStdSessionTransactionFromCreditCardCount,0.22243077096355446
profileRawStdSessionTransactionFromCreditCardCount,profileRawAmountPercentile90,0.22243077096355446
profileRawStdSessionTransactionFromSavingsCount,distanceFromHome,-0.2222364675558632
distanceFromHome,profileRawStdSessionTransactionFromSavingsCount,-0.2222364675558632
action9Count,action8Count,0.22162199255548196
action8Count,action9Count,0.22162199255548196
profileRawMeanSessionAction7Count,maritalStatusDivorced,0.22113223433258886
maritalStatusDivorced,profileRawMeanSessionAction7Count,0.22113223433258886
profileRawStdSessionTransactionFromSavingsCount,profileRawMeanSessionTransactionFromCreditCardCount,0.22079771078107532
profileRawMeanSessionTransactionFromCreditCardCount,profileRawStdSessionTransactionFromSavingsCount,0.22079771078107532
profileRawStdSessionActionCount,profileRawStdSessionTransactionFromSavingsCount,0.2207049457196654
profileRawStdSessionTransactionFromSavingsCount,profileRawStdSessionActionCount,0.2207049457196654
profileSessionTransactionFromSavingsCountZScore,profileSessionAction0CountZScore,0.2206528065372219
profileSessionAction0CountZScore,profileSessionTransactionFromSavingsCountZScore,0.2206528065372219
action0Count,distanceFromHome,0.2202992069322534
distanceFromHome,action0Count,0.2202992069322534
profileRawStdSessionTransactionFromSavingsCount,profileRawAmountMax,0.21960277275027212
profileRawAmountMax,profileRawStdSessionTransactionFromSavingsCount,0.21960277275027212
profileSessionAction5CountZScore,profileSessionTransactionFromCheckingCountZScore,0.2194791795990928
profileSessionTransactionFromCheckingCountZScore,profileSessionAction5CountZScore,0.2194791795990928
profileRawStdSessionAction0Count,profileRawStdSessionTransactionFromCreditCardCount,0.21935985268767863
profileRawStdSessionTransactionFromCreditCardCount,profileRawStdSessionAction0Count,0.21935985268767863
longitude,amountSum,0.2193403965200476
amountSum,longitude,0.2193403965200476
profileRawStdSessionAction8Count,profileRawStdSessionTransactionFromCheckingCount,0.219185021899908
profileRawStdSessionTransactionFromCheckingCount,profileRawStdSessionAction8Count,0.219185021899908
action2Count,homeLatitude,-0.219096736567827
homeLatitude,action2Count,-0.219096736567827
profileSessionTransactionFromCreditCardCountZScore,action7Count,0.21892374382687865
action7Count,profileSessionTransactionFromCreditCardCountZScore,0.21892374382687865
profileRawMeanSessionTransactionFromSavingsCount,accountTypeChecking,-0.21888396616033304
accountTypeChecking,profileRawMeanSessionTransactionFromSavingsCount,-0.21888396616033304
action2Count,dayOfMonth,0.2185063087915706
dayOfMonth,action2Count,0.2185063087915706
profileAmountZScore,amountSum,0.21723243214494012
amountSum,profileAmountZScore,0.21723243214494012
longitude,transactionCount,0.2164139824318855
transactionCount,longitude,0.2164139824318855
profileRawMeanSessionAction0Count,profileRawMeanSessionTransactionFromCreditCardCount,0.2156671349383345
profileRawMeanSessionTransactionFromCreditCardCount,profileRawMeanSessionAction0Count,0.2156671349383345
profileRawStdSessionTransactionFromCreditCardCount,profileRawAmountPercentile75,0.21564316072383605
profileRawAmountPercentile75,profileRawStdSessionTransactionFromCreditCardCount,0.21564316072383605
action1Count,homeLongitude,0.21506925279063158
homeLongitude,action1Count,0.21506925279063158
profileRawMeanSessionAction5Count,profileRawAmountMax,0.21494690711166473
profileRawAmountMax,profileRawMeanSessionAction5Count,0.21494690711166473
profileSecondsToTransactionZScore,amountAvg,0.21489392207937605
amountAvg,profileSecondsToTransactionZScore,0.21489392207937605
profileRawSessionCount,profileRecipientTxnCount,0.21488823533530008
profileRecipientTxnCount,profileRawSessionCount,0.21488823533530008
secondsToTransaction,profileRawMeanSessionAction5Count,0.21486430927442152
profileRawMeanSessionAction5Count,secondsToTransaction,0.21486430927442152
amountMod250,amount,0.21371664052391742
amount,amountMod250,0.21371664052391742
avgActionDuration,profileRawStdSessionAction8Count,0.21356935879890213
profileRawStdSessionAction8Count,avgActionDuration,0.21356935879890213
homeLongitude,profileRawMeanSessionTransactionFromCreditCardCount,0.21341960008203567
profileRawMeanSessionTransactionFromCreditCardCount,homeLongitude,0.21341960008203567
profileRawStdSessionAction9Count,recipientTransactionCount,0.21312872367118715
recipientTransactionCount,profileRawStdSessionAction9Count,0.21312872367118715
profileRawStdSessionAction1Count,homeLongitude,0.21309179567136627
homeLongitude,profileRawStdSessionAction1Count,0.21309179567136627
maritalStatusDivorced,profileRawStdSessionAction6Count,0.21304593168770866
profileRawStdSessionAction6Count,maritalStatusDivorced,0.21304593168770866
profileRawStdSessionAction3Count,amountAvg,-0.21262944114011761
amountAvg,profileRawStdSessionAction3Count,-0.21262944114011761
distanceFromHome,profileRawMeanSessionTransactionFromSavingsCount,-0.21209432176556453
profileRawMeanSessionTransactionFromSavingsCount,distanceFromHome,-0.21209432176556453
profileRawAmountStd,profileSessionAction1CountZScore,0.21206284492483318
profileSessionAction1CountZScore,profileRawAmountStd,0.21206284492483318
action0Count,profileAmountZScore,0.21199683312377454
profileAmountZScore,action0Count,0.21199683312377454
maritalStatusDivorced,distinctRecipientCount,-0.21173579602359388
distinctRecipientCount,maritalStatusDivorced,-0.21173579602359388
profileRawMeanSessionAction6Count,maritalStatusDivorced,0.21160318277850246
maritalStatusDivorced,profileRawMeanSessionAction6Count,0.21160318277850246
amountAvg,profileSessionAction7CountZScore,0.21158550210286411
profileSessionAction7CountZScore,amountAvg,0.21158550210286411
profileRecipientTxnCount,maritalStatusDivorced,0.21133359274780059
maritalStatusDivorced,profileRecipientTxnCount,0.21133359274780059
homeLatitude,distanceFromHome,-0.21115630047260328
distanceFromHome,homeLatitude,-0.21115630047260328
profileRawMeanSessionActionCount,homeLatitude,-0.21041599217001977
homeLatitude,profileRawMeanSessionActionCount,-0.21041599217001977
profileSessionTransactionFromCreditCardCountZScore,action0Count,0.21038495888713596
action0Count,profileSessionTransactionFromCreditCardCountZScore,0.21038495888713596
profileSessionAction6CountZScore,action2Count,0.210267448575549
action2Count,profileSessionAction6CountZScore,0.210267448575549
profileRawStdSessionAction2Count,profileRawAmountMax,0.21023106357680824
profileRawAmountMax,profileRawStdSessionAction2Count,0.21023106357680824
action0Count,maritalStatusDivorced,-0.2099887260626905
maritalStatusDivorced,action0Count,-0.2099887260626905
profileSessionAction6CountZScore,amountAvg,0.2099772807258963
amountAvg,profileSessionAction6CountZScore,0.2099772807258963
homeLongitude,profileRawInd,-0.2098602488958379
profileRawInd,homeLongitude,-0.2098602488958379
profileRawMeanSessionAction3Count,profileRawMeanSessionAction7Count,0.20958587257066932
profileRawMeanSessionAction7Count,profileRawMeanSessionAction3Count,0.20958587257066932
secondsToTransaction,profileRawMeanSessionTransactionFromCheckingCount,0.20939091134195417
profileRawMeanSessionTransactionFromCheckingCount,secondsToTransaction,0.20939091134195417
action0Count,dayOfWeek,0.20906266658520076
dayOfWeek,action0Count,0.20906266658520076
action1Count,profileRawStdSessionAction9Count,0.20901539295699054
profileRawStdSessionAction9Count,action1Count,0.20901539295699054
profileSessionAction0CountZScore,profileRawMeanSessionAction3Count,0.20875642255289087
profileRawMeanSessionAction3Count,profileSessionAction0CountZScore,0.20875642255289087
amountMin,amountMod500,0.20805184748470998
amountMod500,amountMin,0.20805184748470998
profileRawStdSessionAction5Count,profileRawStdSessionAction8Count,0.20787771533892666
profileRawStdSessionAction8Count,profileRawStdSessionAction5Count,0.20787771533892666
action2Count,profileRawStdSessionAction4Count,0.20785854508529036
profileRawStdSessionAction4Count,action2Count,0.20785854508529036
profileRawMeanSessionAction4Count,action2Count,0.20783885536115998
action2Count,profileRawMeanSessionAction4Count,0.20783885536115998
profileSessionTransactionFromSavingsCountZScore,accountTypeChecking,-0.2078326409285837
accountTypeChecking,profileSessionTransactionFromSavingsCountZScore,-0.2078326409285837
profileRawStdSessionAction2Count,profileRawMeanSessionTransactionFromSavingsCount,0.20781436116488639
profileRawMeanSessionTransactionFromSavingsCount,profileRawStdSessionAction2Count,0.20781436116488639
profileRawStdSessionTransactionFromCheckingCount,maritalStatusDivorced,0.2077714933835955
maritalStatusDivorced,profileRawStdSessionTransactionFromCheckingCount,0.2077714933835955
profileRawStdSessionAction5Count,profileRawMeanSessionAction0Count,0.20774178904997992
profileRawMeanSessionAction0Count,profileRawStdSessionAction5Count,0.20774178904997992
profileRawMeanSessionTransactionFromSavingsCount,profileRawMeanSessionAction2Count,0.20766936977077527
profileRawMeanSessionAction2Count,profileRawMeanSessionTransactionFromSavingsCount,0.20766936977077527
profileRawStdSessionAction5Count,profileRawAmountMax,0.20759513571843813
profileRawAmountMax,profileRawStdSessionAction5Count,0.20759513571843813
profileRawMeanSessionAction3Count,amountAvg,-0.2075598167098469
amountAvg,profileRawMeanSessionAction3Count,-0.2075598167098469
profileRawMeanSessionAction1Count,profileRawAmountMax,0.20735533486651758
profileRawAmountMax,profileRawMeanSessionAction1Count,0.20735533486651758
profileDistinctRecipientCount,profileRawAmountStd,0.2068002002073569
profileRawAmountStd,profileDistinctRecipientCount,0.2068002002073569
profileDistinctRecipientCount,genderMale,0.2066604685516584
genderMale,profileDistinctRecipientCount,0.2066604685516584
hour,action2Count,-0.20572089012974926
action2Count,hour,-0.20572089012974926
avgActionDuration,profileRawSessionCount,0.20567334936115664
profileRawSessionCount,avgActionDuration,0.20567334936115664
age,amountMod1000,-0.2056642252973664
amountMod1000,age,-0.2056642252973664
age,homeLongitude,-0.2056067792165429
homeLongitude,age,-0.2056067792165429
profileDistinctRecipientCount,action5Count,0.20558486554276534
action5Count,profileDistinctRecipientCount,0.20558486554276534
profileRawStdSessionAction3Count,profileRawMeanSessionAction7Count,0.20521943259012498
profileRawMeanSessionAction7Count,profileRawStdSessionAction3Count,0.20521943259012498
profileRawStdSessionAction3Count,avgActionDuration,0.20521596278223564
avgActionDuration,profileRawStdSessionAction3Count,0.20521596278223564
distanceFromHome,profileRawMeanSessionAction8Count,-0.20476272293992884
profileRawMeanSessionAction8Count,distanceFromHome,-0.20476272293992884
amountAvg,profileSessionTransactionCountZScore,0.20457906805411766
profileSessionTransactionCountZScore,amountAvg,0.20457906805411766
homeLatitude,profileRawMeanSessionAction7Count,-0.20456679980609815
profileRawMeanSessionAction7Count,homeLatitude,-0.20456679980609815
profileSecondsToTransactionZScore,longitude,0.20446653211048424
longitude,profileSecondsToTransactionZScore,0.20446653211048424
distanceFromHome,avgActionDuration,-0.20444450795859723
avgActionDuration,distanceFromHome,-0.20444450795859723
action9Count,amountAvg,0.20443988444115477
amountAvg,action9Count,0.20443988444115477
homeLongitude,profileRawStdSessionTransactionFromCreditCardCount,0.20430114813981526
profileRawStdSessionTransactionFromCreditCardCount,homeLongitude,0.20430114813981526
action8Count,profileSessionAction0CountZScore,0.20393405312961432
profileSessionAction0CountZScore,action8Count,0.20393405312961432
action7Count,dayOfWeek,0.203920028090476
dayOfWeek,action7Count,0.203920028090476
profileRawMeanSessionAction9Count,profileRawAmountMax,0.20389240601870776
profileRawAmountMax,profileRawMeanSessionAction9Count,0.20389240601870776
profileRawMeanSecondsToTransaction,profileRawMeanSessionTransactionFromSavingsCount,0.20377532635966186
profileRawMeanSessionTransactionFromSavingsCount,profileRawMeanSecondsToTransaction,0.20377532635966186
profileRawStdSessionActionCount,homeLatitude,-0.2036330965866346
homeLatitude,profileRawStdSessionActionCount,-0.2036330965866346
profileRawAmountMax,profileRawStdSessionAction3Count,0.20346657079461783
profileRawStdSessionAction3Count,profileRawAmountMax,0.20346657079461783
action6Count,profileRecipientTxnCount,0.20340382242853974
profileRecipientTxnCount,action6Count,0.20340382242853974
